countNN	distanceNN	percentNN	datasetkey
90	0.09	0.9783	6fb5f9aa-7688-4feb-a735-6353c93c53cf
117	0.18	0.5247	6fe1ab34-e550-45ed-af39-78489af04ce8
39	0.09	0.9512	71439dd4-6ed5-4450-8b62-d2704b4c9606
653	0.18	0.7954	716dc285-7127-471f-9718-cfb75e70c114
844	0.18	0.8465	718cce1a-5345-468e-bf5d-8bb1ea314c22
620	0.04	0.9952	71cfd412-6327-4ec7-8035-d8b2d0509ac5
2924	0.09	0.8805	724ec4af-c9a3-490b-b718-a1b202437c0f
39	0.18	0.3023	7253ec2e-dc84-4e74-8c09-15584d175d6a
33	0.09	0.8049	728aae95-c347-4a16-b7fa-e865f035a6d7
102	0.09	1	72b6bac4-3a93-491b-a931-cbd07bff5b39
113	0.09	0.6457	7395bdf3-79d7-4ab1-b2a8-f02a18d344b8
80	0.18	0.5031	7435177e-6a89-4b2b-b436-9bcf0d64d4ea
37	0.09	0.7708	744aee18-3049-495f-b6d1-b2e672b361e0
66	0.09	0.4925	745f4f4d-cefb-48eb-ad26-7146181aa70e
125	0.09	0.9843	74c1446c-cbe7-485a-9a71-b39ccf4fd9a5
339	0.09	0.5098	7529822d-40eb-49f6-8137-65cb2f61701f
122	0.09	0.8299	7536c922-e591-4bab-ae06-cb7753b170b0
31	0.09	0.8378	756dd557-2127-4a52-af58-482b543d508a
1068	0.09	0.5953	758afb5f-11c9-44f8-8bff-294169123910
5211	0.09	0.9922	75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d
233	0.09	0.4017	769539e1-b8d3-4e85-8d15-ff2e579364d5
39	0.09	0.5	76d73b5d-98be-465f-bd78-3ed0909c8fbf
338	0.09	0.9912	7715f20e-bafd-47eb-a4e0-86dce0e8d567
584	0.18	0.8	771d6bb0-0b97-4aee-9d76-48cc83f6360c
252	0.09	0.9197	77a24e14-534b-4864-bb95-ae0966ce89ce
800	0.05	0.8484	77ecd330-b09e-11e2-a01d-00145eb45e9a
59	0.18	0.3665	7811434c-31db-48e2-a796-9af1317746a5
629	0.04	0.9968	7888f666-f59e-4534-8478-3a10a3bfee45
651	0.09	0.6582	78c6423b-29e0-4bbb-a854-64f82b951f9e
319	0.09	0.9846	78fbe592-7ce6-4778-b5d6-572687de652a
595	0.18	0.7891	7910b47b-3529-4529-a145-fd6c1cecb0fc
696	0.18	0.814	79162a8c-a2a3-4c4a-8498-d499bd705ac5
31	0.09	0.4844	793d37c9-1c68-466f-bc8c-1bfe28aed527
145	0.09	0.9864	797a494b-96d1-4468-b3f2-f951d4deddcd
61	0.09	0.8026	79b2d54f-b49a-4e38-80b2-85a41d16af53
766	0.18	0.8344	79f4fa93-c0b7-41f8-80bf-51de540041d6
45	0.09	0.9	7a761036-ea6d-4d37-ac9a-79daa54d6ca2
47	0.09	0.7966	7a8a2ad3-f09f-44b7-b6e6-c8df70030527
653	0.09	0.8626	7aa24e43-257b-44b6-ab4d-695372f2e3f3
322	0.08	0.9499	7afb26e9-aad6-47cb-a5bf-de49dc7597a4
52	1.41	0.8667	7b0153e8-f762-11e1-a439-00145eb45e9a
112	0.18	0.5234	7b14013a-9a70-44e0-83d3-2550d6739ab0
609	0.18	0.7858	7b362233-296a-4af4-9509-adb466e99bd1
40	0.09	0.9091	7b387efa-8ad9-4520-afd9-16af70f6a416
374	0.09	0.9714	7b573d12-767c-4d2c-a434-651c4e7764e8
81	0.09	0.6231	7b5bc5ba-4972-4876-b35a-3f9aac590fe5
800	0.09	0.5848	7b8f1304-f762-11e1-a439-00145eb45e9a
354	0.18	0.6705	7bc1af58-b271-410a-b377-65ed1a773a34
31	0.08	0.9688	7be12d06-f762-11e1-a439-00145eb45e9a
85	0.09	0.9884	7c2b4560-397c-4ad9-b245-3064b999450a
879	0.09	0.6151	7c411d81-3534-4cc3-8444-885e82ccdfa3
36	0.09	0.5714	7c7756f3-6a25-45e8-a0a6-425ee43ea7ad
56	1	0.5385	7cc37a0e-c51a-49dd-906e-a91cc5b64f31
1199	1	0.6617	7d8ed137-1d30-42f1-8b78-12a4957e4690
385	0.09	0.9796	7e6df30d-d8af-438d-bb01-5a528f6f4fa3
41	0.09	0.8542	7e84425e-bc3f-408b-b16e-5bf1e28ea8ef
831	0.18	0.8402	7ebc26a4-effc-4332-82e9-bf035c0a06f1
355	0.09	0.9972	7ebc64d0-7f25-4e68-a449-b1bb45aeb1ea
849	0.18	0.8373	7f30bb49-f823-41af-9d01-1839a871bfa8
617	0.09	0.9747	7f513bfc-f762-11e1-a439-00145eb45e9a
34	0.09	0.7556	7f5ed718-d5f9-448f-8261-db9e2c82e729
290	0.18	0.6954	7f6907d2-dac6-449c-be50-2493cb6ee15d
716	0.18	0.8249	7fc2cc5f-91a9-4182-977e-8d5d542070bf
935	0.09	0.9884	7fe3eb5c-42bd-49d7-a30b-82c353ef6575
59	0.09	0.9365	8054fe88-04bb-4c03-b8aa-fbbd99b05a4a
67	0.09	0.7976	80ec681f-e53c-4b7e-9e9c-3f50a0f3e269
497	0.04	0.965	8124cd73-ac84-43d2-ab39-1d80dc346525
70	0.5	1	815fd610-f762-11e1-a439-00145eb45e9a
81	0.03	0.3176	816f3aa0-d44b-4785-b920-457693d8451d
614	0.18	0.7852	81b2954b-f232-46e8-af07-de7fc6e06bf7
41	0.5	0.9111	81c024c0-f762-11e1-a439-00145eb45e9a
46	0.25	0.6053	81c16344-f762-11e1-a439-00145eb45e9a
46	0.25	0.6053	81c2b870-f762-11e1-a439-00145eb45e9a
1088	0.09	0.7971	82091a91-03bb-4af0-8fc3-e141ad1a6efc
282	0.09	0.5618	82239c10-7292-414d-8ce9-37e2b6f96a01
167	0.5	1	8226d882-f762-11e1-a439-00145eb45e9a
58	0.09	0.4056	8226fe1c-2f7e-49f7-835c-ec01fc7e988b
52	0.09	0.8387	8241988a-ed52-4933-a007-44019a763134
3162	0.09	0.887	8256af7b-37fc-4fe7-99bc-d4454c379374
247	0.05	0.3484	82746a3e-f762-11e1-a439-00145eb45e9a
2594	0.1	0.6868	82a421d4-f762-11e1-a439-00145eb45e9a
336	0.09	0.9231	82ab0954-f762-11e1-a439-00145eb45e9a
553	0.09	0.9805	82ad4e4e-f762-11e1-a439-00145eb45e9a
452	0.09	0.972	82ae8174-f762-11e1-a439-00145eb45e9a
484	0.09	0.9738	82afb86e-f762-11e1-a439-00145eb45e9a
3064	0.09	0.8397	82d43810-f762-11e1-a439-00145eb45e9a
3490	0.09	0.8809	82d54d68-f762-11e1-a439-00145eb45e9a
455	1	1	82e33d42-f762-11e1-a439-00145eb45e9a
641	0.18	0.7993	83306167-fce2-4b6d-97a6-93c3ad83fb38
44	1	0.6567	83459d16-f762-11e1-a439-00145eb45e9a
36	1	0.3429	8347f6ba-f762-11e1-a439-00145eb45e9a
53	1	0.3732	83492a58-f762-11e1-a439-00145eb45e9a
85	0.09	0.7328	8498dd6f-9fe8-4651-b017-0d012dd09bcc
452	0.1	0.3199	84c91672-f762-11e1-a439-00145eb45e9a
84	1	0.6885	84cdd6d0-f762-11e1-a439-00145eb45e9a
112	0.1	0.4409	84df82e3-99a3-4150-aea2-e2d2e159c749
40	0.09	0.9756	854d0c5a-0298-4a1b-9fff-adf953f3ce5e
104	1	0.6753	85771146-f762-11e1-a439-00145eb45e9a
2645	0.03	0.3904	857aa892-f762-11e1-a439-00145eb45e9a
235	0.09	0.8736	858528da-f762-11e1-a439-00145eb45e9a
367	0.09	0.9735	85877766-f762-11e1-a439-00145eb45e9a
70	0.09	0.9859	85a97a5f-751a-49ca-ad7d-238a80c0d30c
2550	0.05	0.9996	85ab1bf8-f762-11e1-a439-00145eb45e9a
933	0.04	0.8655	863c1269-5f38-4862-a161-ea3a50654d4f
1818	0.05	0.8661	8642bfd0-f762-11e1-a439-00145eb45e9a
151	0.07	0.6371	867c8490-f762-11e1-a439-00145eb45e9a
149	0.09	0.4822	869b574f-23eb-4575-a771-6ffd480dcdab
190	0.09	0.4121	86ba1954-f762-11e1-a439-00145eb45e9a
852	0.18	0.8386	87105de6-a81b-4180-be5b-7d833d979398
449	0.18	0.6994	872cebd6-b8ac-4125-b63e-d754f149b042
49	0.25	0.4188	8795ab31-79ae-4a9c-b285-0b76e5c09b9e
611	0.09	0.9714	87b6acb8-4db2-4769-93ca-e086040dfe14
40	0.09	0.8333	8821e36f-2d25-44c8-a95e-fb978f38ecde
748	0.1	0.8229	882d105b-fa99-4c3b-a736-b43674ce91f3
614	0.18	0.7812	88b6877b-bf98-4c23-8094-dca66a0130d4
856	0.18	0.8433	88b970e7-f7e3-42c0-84ad-fdc02797679d
149	0.1	0.7563	88dadc8c-f762-11e1-a439-00145eb45e9a
849	0.18	0.8414	88e58275-27c8-4e52-9cf4-81b10168f2a6
74	0.25	0.3058	891bd4ee-f762-11e1-a439-00145eb45e9a
136	0.1	0.8608	89579e3e-f762-11e1-a439-00145eb45e9a
207	0.09	0.8809	8958b49a-f762-11e1-a439-00145eb45e9a
453	0.05	0.9438	8959f58a-f762-11e1-a439-00145eb45e9a
648	0.18	0.798	8965976d-fb8c-4090-a7b5-7fc4aaf5228e
52	0.09	0.9286	89fc269f-ace2-455b-8d3e-7bcb5cbc8d26
95	0.09	0.6419	8a0b1f23-f912-4b35-828b-83d3a7aa28bb
623	0.18	0.7886	8a113630-dcf5-4bf5-a165-1e6aa74a5224
777	0.18	0.8292	8a119149-9d9e-4f89-9955-e3af3c4ace30
3010	0.05	0.9424	8a863029-f435-446a-821e-275f4f641165
862	0.18	0.8402	8add8b19-782a-4029-b2d9-1806cd9d9aa1
649	0.18	0.7745	8b467987-27a5-4a44-b01f-5f1192dbf70f
246	0.03	0.3756	8bb7a55d-2f61-46fc-b419-20156e161cfe
35	0.09	0.4375	8bcb10e8-12f6-4fd7-8884-90690ea1b9a0
33	0.1	0.5077	8c602115-50f4-4a79-8b07-46c9545c0837
53	0.09	0.5408	8ca574fd-94dd-4673-9895-3560534784fe
31	0.09	0.9394	8cf293b8-72cc-4a1a-8efb-1e916291cd18
233	0.09	0.9957	8d53b914-0bd6-4b6d-a3e0-05e4407e7331
120	0.09	0.7407	8e688eba-83ce-4501-9a02-a5261730be95
4073	0.09	0.9192	8e9c7b26-44c5-4d7b-ad70-eee51cb5d1dd
358	0.18	0.6819	8e9d17b5-b45f-4f54-ae3e-2f1c1ef9615a
2193	0.05	0.9977	8ea4250e-0ff0-44f8-812e-bffc3b9ba2a4
113	0.18	0.5256	900b64ec-24fe-4262-b1be-3432665d6e48
773	0.18	0.8339	902941c5-ca49-4736-b28a-4627b8ca5497
36	0.09	0.8	906b2d3f-dbd7-4c5c-acfc-c572c35c2b5a
14843	0.08	0.9979	906e6978-e292-4a8b-9c39-adf6bb0f3323
91	1	1	9070a460-0c6e-11dd-84d2-b8a03c50a862
601	0.18	0.7866	90eb9168-3742-4769-8e0f-749e0df5bcf2
301	0.18	0.7253	9115957a-204b-4196-9944-d8c2994f7ec1
487	0.22	0.6802	91fa1a0d-a208-40aa-8a6e-f2c0beb9b253
686	0.18	0.8225	92003106-25e2-407f-be8d-dd7f412aceca
87	0.1	0.6127	921ae6e9-d890-4826-b6ff-aef43cdcb409
75	0.09	0.6303	921deb0b-1af5-412a-bde2-1a67d35f46b1
5166	0.09	0.987	92204c07-5011-47ac-82b7-4050858a9cd0
42	0.09	0.7925	9243e1f0-19a4-4fe6-99fc-5f7da7eb95d9
689	0.18	0.8021	92be5730-6b1c-464d-b29b-8845a5b06538
55	0.09	0.4331	92c07a5b-5223-4175-ae1a-77b26bb1ba0a
605	0.18	0.8121	930886b0-dac6-4721-b54e-45cd1b19072a
591	0.18	0.8118	9308a3a3-3c37-4e1a-9b2e-e39ec100cf17
123	0.09	0.7688	932829c3-7c7b-4910-a56c-2ec4a1db8045
2211	0.09	0.9809	93554762-c2cf-4ee4-a475-7d1d4dc01372
5478	0.09	0.9956	93773ae8-f7c4-44b3-8793-761bb0561050
42	0.09	0.4158	93b2bc80-a0ef-4619-b51c-074506700050
1007	0.09	0.9931	93f5be1b-c517-4a76-8cbe-6e81a5dd4f85
760	0.18	0.8207	9435de2c-5e84-4d1f-acfc-3a302453509c
826	0.18	0.842	94e56037-058c-4ffc-a7db-5b11d2fcaa73
614	0.04	0.9935	958b1d2f-2d11-4e94-a828-c8e2d2c013ca
55	0.1	0.3459	95e5bfce-0e65-4f60-aecf-e78b9a830449
55	0.09	0.4331	95fce101-ceec-4320-bde8-a43b697e1bb5
355	0.18	0.7442	9609b469-4e5f-44c8-9baa-c2139a952ede
62	0.09	0.9841	9630efe2-42a8-42c4-a83a-65aa5aa7ade2
74	0.09	0.961	9671cd3e-9b07-4fb7-a811-918dd02a7b2b
125	0.18	0.5297	96bcb08a-e06a-4a67-b278-738651928bb9
198	0.09	0.4573	9702638f-378a-4a61-afe1-ce521dc9b660
42	0.09	0.4	9709750f-2534-4a6d-834e-8aa317bf660e
50	0.18	0.303	97ca9cb9-7940-444a-a54f-da5569d6197a
260	0.18	0.595	97e82219-6ccd-4a27-891e-4b25de404fa5
723	0.18	0.8291	9894e987-6f00-495e-b512-1a5198fe9be5
3759	0.09	0.9947	998ff7b4-0e07-40d0-ba1f-c5f249dbcd51
130	0.25	0.9091	999d8fed-d06d-48d8-87ee-cc36e6c8456c
625	0.18	0.8065	99a01b10-0d4e-491b-96f1-fe34911c714b
44	0.03	0.4272	99bcf021-ed3e-411e-8cb3-a8c145e3a2d2
154	0.09	0.5083	99c224fc-4717-418a-80fd-27ddac976e68
1198	0.09	0.67	99ce2b9e-816a-47a7-ad68-b2915763a576
103	0.09	0.981	9a829fb0-427c-4699-812d-9cff5ba8b607
31	0.09	0.7949	9ae2d15c-6735-4069-b255-d737d919bcd6
347	0.09	0.8632	9b72b0f3-f1aa-4eb9-80e0-dac19e8f923b
52	0.18	0.321	9b9deb68-e4e2-40d1-9898-0a1db8e4e47f
34	0.09	1	9d0377f3-3a56-430c-9e81-e9e2e93be009
123	0.09	0.6721	9d076bc7-b1d9-45af-ac6a-65a8f29eaf01
41	0.09	0.8542	9d1a3db7-b8a8-4936-9159-4548a7d9e535
85	0.09	0.8763	9ddfbe78-e30c-43b8-85a8-6952d88c8009
788	0.18	0.8356	9e611889-d71d-4931-9e68-7b2a5acbba77
57	0.09	0.4711	9f6914e6-ec6f-405d-80aa-8ec8fb98ed32
103	0.18	0.5124	9f99cb9b-236c-49e3-a7a1-6bc23bc4e951
687	0.09	0.6263	9fbdf377-6d9d-4f71-848b-9a054660cd50
1206	0.09	0.7296	9fc816de-28c7-4484-940a-902af780a96f
303	0.18	0.7163	a0ad2b0f-fe94-40f1-bb1f-7fde24262c9d
61	0.09	0.442	a105f3c1-aea1-41db-9c85-67374df25325
393	0.09	0.5282	a1077e55-120b-4c31-9a6b-ca7c210f5b04
80	0.09	0.5674	a1b96bad-8ef6-4fcb-9653-fb74535a97e4
140	0.18	0.5578	a1bec4a7-7204-46e0-9425-c48e3805a4a5
702	0.05	0.3744	a1d63dd1-5456-450c-afc8-25a62ffec50e
321	0.09	0.9698	a22a33ca-9f57-49ce-879b-c547a524a733
56	0.09	0.5333	a2cb4ce8-0987-48f0-be38-40891ab55b0b
855	0.18	0.8457	a2e707d2-bbbe-4a06-8e02-732d0b070694
96	0.09	0.3609	a2f64499-520f-49bd-bc5e-225657a505a0
33	0.09	0.8684	a3e74d8a-5944-46cb-9ea0-e0fdc37631fe
354	0.09	0.9779	a4b7c71e-fc73-434e-a008-d63c222179d0
158	0.09	1	a542665f-1b92-406e-8d92-072fcba576b2
2477	0.09	0.9841	a58c0643-bb1c-4778-b55f-fcb83f2d5b06
1787	0.09	0.7537	a5f073d3-2a88-4fe0-bdcb-e332397b4b6a
5541	0.09	0.9971	a71c4bb7-139e-4603-aa37-46c5dbcdf17e
244	0.05	0.6193	a720d91c-36d6-45a2-a163-e7145ebb30dd
662	0.18	0.7957	a740652c-0dc3-475a-9034-3f4358831e59
171	0.09	0.8507	a774b52b-4fac-4798-9db1-d49e0140220c
62	0.07	0.7294	a7793424-dc57-4d4d-ad91-9890b76ebc15
144	0.18	0.5625	a7b683a4-5a5f-4549-9a5b-51ac2d2642b3
1244	0.5	0.9889	a81bea66-5d00-4fc7-a8d8-4c873d916f06
189	0.09	0.8791	a81d01b9-1322-4487-b9e1-f0322941ba0e
776	0.18	0.8335	a82600eb-c2d2-40d9-91cf-ed40220f24a6
31	0.09	0.8158	a9010eb7-062a-4999-a566-d0b91714ba09
605	0.18	0.8035	a90b442c-f236-4e40-aa85-ba95e9d401fa
129	0.18	0.5375	a9b64b9a-0d98-41d3-8167-3c4f2538920d
44	0.09	1	a9c40665-83db-49fa-b075-72256f55eb35
54	0.18	0.4696	a9ec0e74-5c51-46e0-b424-8ad383112d56
4950	0.09	0.9655	a9f7dd79-e368-46be-a774-a9eabf2d191a
94	0.18	0.5434	aa0d5449-d25e-451b-95eb-a5d7d112135c
103	0.09	0.5508	aa19a6f1-a287-4856-91b3-7d7e0bd3b33a
48	0.09	0.6234	aa275853-0ae3-49a1-a045-a7e5798fc642
635	0.18	0.8028	aa5ed849-ce8b-4326-a220-f5a2b8aa0edf
81	0.09	0.8617	aa8fe1e4-10ec-4fb1-a520-c062b91cb788
58	0.09	0.4603	aabe45aa-8827-4450-b5ca-db92acb7d420
69	0.18	0.5188	ab05f907-69ba-4506-a530-54979863662b
393	0.09	0.9704	ab3272e4-2b89-487f-8619-e59adf5733cd
4833	0.09	0.9781	ab47c4a9-4b6a-4d59-b846-899d9420f7d3
177	0.09	0.3365	ab959114-4edf-40e4-a9d9-4b894235d7bc
204	0.09	0.5271	abe19638-cfb5-45e6-ba70-bf045f2b143c
1014	0.09	0.9951	ac1a6843-ac40-4073-bfb1-8ffaa4b73b66
43	0.13	0.3468	acc39f75-be19-48e7-898b-ede53573982a
692	0.18	0.8075	ad0579fd-d32b-4e3b-a13f-787051f19bfe
1064	0.05	0.7801	ad0d1a24-e952-11e2-961f-00145eb45e9a
173	0.09	0.7864	ad78fc16-aa0d-4e4c-b002-25235cf97c41
155	0.09	0.9873	ad9a46cf-9da5-4efb-ad53-f6e2ff7e1e7a
223	0.18	0.5947	add14f0a-c6f5-45db-b958-64350c98c15a
46	0.09	0.9583	ae0fcc70-dcee-4e26-9a35-eebe0c612d2b
42	0.03	0.3256	ae89759c-c8f0-436f-bcc9-ef67874e2e30
621	0.18	0.8193	aea0759f-ce10-4ac5-bd6f-f3411b0a1806
68	0.09	0.3864	aea6d6c7-9d6a-43b0-9d55-0d03cbe991ce
52	0.09	0.963	aed76db5-bf6c-40f1-a5b3-542040a83185
5325	0.09	0.987	af0c7238-b6c5-4a4d-9fa7-7fb94516d0bc
156	0.09	1	af0dade1-e3c0-4682-8ca5-de368cfeff1d
62	0.09	0.7561	af882075-32a6-4ad2-83d5-6d44542b68e7
43	0.09	0.6418	b03cfa51-03a0-4208-94a7-6d03fd9d9a04
219	0.1	0.8975	b05dd467-aaf8-4c67-843c-27f049057b78
2936	0.09	0.8725	b0dd9739-9cfa-4ee4-8e17-358c9e6a46f8
644	0.18	0.798	b0f9b3db-b408-4a2c-baae-dc2da08ea846
601	0.18	0.8089	b151809f-3b6a-418d-b9a9-1c203328082f
64	0.09	0.9412	b16171e4-fe77-4657-beb9-aa9a55a8b1a0
698	0.18	0.8051	b190b00b-a8ed-4c35-98b7-5bb86f6dc469
745	0.18	0.8187	b2bad50f-ae0c-4056-9ca6-18e242ca36d9
2885	0.09	0.9358	b3604297-f438-4b5c-b654-7976a909f24e
32	0.09	0.7805	b47517a3-a795-47b0-bb8e-8ca69bf87540
63	0.09	0.4632	b47d7d74-dabb-42f0-a7b8-31501d153621
580	0.18	0.8078	b494912f-a180-4e65-9840-141681d67a6e
349	0.09	0.9887	b497a612-8a1c-497e-b72d-ce6efc406912
133	0.09	0.6303	b4ce6585-15df-4f64-8253-a428fd7f99b5
916	0.05	0.8157	b528799a-2d52-4023-aa02-9ce081e3ca5f
839	0.18	0.8315	b5387b45-17c5-4996-8833-fd17d0dd5e09
108	0.18	0.4426	b53ca890-892b-4413-8031-9c8ffc7533d7
614	0.18	0.8231	b540b821-bde3-4853-ad49-1646caaec0a4
34	0.09	0.7907	b5cfc7f3-bb6a-40a5-98e3-8ce11753331e
326	0.18	0.7409	b65a54f9-c256-481f-b4a8-b7673291150c
57	0.09	0.95	b660c51c-17cc-44e7-973a-bec13da75166
52	0.09	0.8966	b6776c43-0f49-4018-8a96-22b28a3dd907
139	0.18	0.5451	b6947f5b-380f-41c2-9cc8-52e5ca544865
847	0.18	0.8453	b6e40b0d-69c0-4cb0-aabc-0a74fe2a06cf
56	0.09	0.918	b745c9fa-b58a-40f9-a335-df82adca3655
81	0.09	0.609	b7794db8-a1e3-4b45-8908-653ac72c3b9f
156	0.09	1	b7b59a50-edad-4c28-9951-c64e50537af3
705	0.18	0.8131	b7e2eb43-48dc-4e34-acf1-2f5b0f875d16
151	0.09	0.9934	b83e514a-48fa-4ec2-a516-29e48bb9488c
51	0.18	0.3469	b8cccb73-b040-4ad6-bf3f-f6190a89d45b
784	0.18	0.834	b912b7d5-161c-4fed-8aad-6282bfc4e874
815	0.18	0.8411	b95dcbbf-a817-4c26-a21b-89208a56fd03
38	0.09	1	b965f043-6468-481e-9191-dd29c1272158
70	0.09	0.8861	b98eeda7-aea1-469b-9044-9bd6f251e6e3
4616	0.09	0.9679	b9e8d4f9-7ca5-4990-9e89-c4582cd73572
233	0.18	0.6582	ba202542-f460-4221-972b-03ab2a6d4c41
59	0.09	0.9672	ba84601e-4470-4de5-ae07-02431ac322ab
71	0.09	0.7634	bacf5035-b9e9-43c7-930f-8e985dc3415b
608	0.18	0.8172	bb61b739-cf31-480e-bf77-4b57f1c20ee6
52	0.09	0.7429	bbee118c-a50e-4f7f-bca1-d5bfefc5360b
1439	0.09	0.9523	bc63a7ec-2b59-46f9-b549-9d77b7d4a70b
49	0.09	0.6125	bcadbe1a-e837-4134-a321-80c3744fc763
83	0.09	0.9765	bd23b14d-20a2-4cfe-b55a-8e7553516784
616	0.18	0.8	bd37eb97-5d23-4ab7-8a8f-b94774c33db4
201	0.09	0.9757	bd8ee748-4ae8-4956-98d9-c1b8e8b2b9c9
157	0.1	0.4701	bda5b6f2-a910-48c7-8dce-6aa24ae96470
159	0.18	0.5955	bda88a87-1975-4872-8333-7a83b653a643
825	0.18	0.8427	bdca0694-e24f-413d-b2d7-eff8dcc72a6f
38	0.09	0.5429	bdfcaacc-c50a-4d6b-a87f-912460721816
104	0.09	0.3939	be5fd087-a839-4a1e-9fdf-811119db26da
142	0.18	0.5483	be962b8e-dcd8-465f-8bec-b29822e1f167
785	0.18	0.8272	bf0bcb45-22c8-4382-9521-ca7b33e5eb47
68	1	0.8	bf0dd71d-364c-4f16-8612-2661f07f40a2
716	0.18	0.81	bf45efa7-ebc7-49f9-ae8c-80266c031bdf
386	0.09	0.6784	bfb47005-1157-41af-a0f5-12ed643e81f5
961	0.04	0.9959	bfc6fe18-77c7-4ede-a555-9207d60d1d86
297	0.18	0.6781	bfcbfb83-db04-4a9b-9c51-4aecf60161aa
522	0.08	0.6541	bfe82ca9-01ec-4eff-be5d-b7ea15faf59c
56	0.09	0.918	bff23119-69aa-4127-9710-08cccd0d6fa3
199	0.03	0.4326	c0077f76-b76a-437e-a030-e6eddad55157
113	0.18	0.5256	c0273881-4e07-4301-bf2d-e2236d1a71a7
4953	0.09	0.9804	c0dd99c3-fa06-499c-949e-aa44d42f2f16
133	0.09	0.7074	c186e534-5281-4d9e-a389-f0415aa70331
46	0.09	0.9787	c1df184e-1340-4ab1-a045-b6e4752f7fa2
54	0.09	0.3313	c2c48578-dc0c-4125-a6da-1f18f42caf9d
587	0.18	0.7922	c2f0a2a1-1584-4efc-9e8e-b8ad10c6edd3
33	0.09	0.3267	c3020bec-8659-4ecb-b5ad-75445118aec7
806	0.03	0.4002	c35d6000-c7b8-11de-b279-9fe72ba677dc
41	0.09	0.8913	c39d6686-e19e-4132-a6c2-d0508949c1f4
252	0.05	0.7478	c3b0e0ff-def0-40dd-b72d-cbe5e79c1213
712	0.18	0.826	c423d888-a05a-4f39-bf31-c3124d324d26
87	0.09	0.6692	c4e54359-1ee7-4fe4-a768-e17da314784e
356	0.09	0.4715	c4e76595-b467-4f88-8067-b8de661b99c5
531	0.09	0.9888	c50e8f9e-a554-4e94-a015-bc1e8556a56e
491	0.09	0.9282	c5aa1143-4b20-450e-8f4c-c5940d8e2f81
36	0.09	0.75	c5dae770-82b9-449c-8b74-cee67381fa59
370	0.09	0.5522	c5e2c6ea-f4dd-43ee-aabf-8cf909fc72c0
598	0.18	0.7952	c606f407-2e16-4a75-ab4b-070ce3a69c57
67	0.09	0.8933	c621bdda-1e6b-4c61-ba7f-9c5848755b4e
55	0.09	0.9821	c630029e-0e66-4b9a-ab78-7a63fa1d7779
55	0.09	0.4701	c6a51631-8db6-453a-ba79-0d89d0376efd
898	0.1	0.9912	c6bbb6ef-ad16-4f3c-99e2-f693760173e0
59	0.09	0.3189	c709bf36-4964-4771-90f0-c6ba4b351620
40	0.36	0.303	c76152e9-7365-4f59-8cb7-9a1f9a0130ec
3707	0.45	0.9454	c779b049-28f3-4daf-bbf4-0a40830819b6
716	0.25	0.4745	c90a0778-e222-406f-bcd7-ed96a2bc5f4c
707	0.18	0.8192	c967b599-fb9d-4fc9-bce2-ac927e0abbea
91	0.09	1	c967b7f3-1724-45cc-9488-129b24087e0c
241	0.09	0.9918	ca435754-9190-4a87-9b2c-c21563898294
139	0.04	0.3271	cb0eb5bf-4759-4aa1-92b5-4143b0a64e15
552	0.18	0.7624	cb114e1e-f9aa-4f0a-816d-3af7ca63bb7d
1589	0.04	0.9882	cb429b64-d789-47bb-a7d8-379657c5e407
211	0.03	0.3135	cb456c69-d46f-47a2-a2c7-4da57c79f206
1116	0.09	0.9991	cb850587-95f8-4ab1-83e4-a20267b3aea8
103	0.09	0.8655	cbe7e37b-3905-4479-9c89-de4eb6ece0bf
1712	0.09	0.3547	cc885e78-0fae-49a3-9c6d-93ac90debd68
51	0.18	0.4146	ccb12adc-94b3-4f6e-92d1-5cf7d3b99dbb
318	0.18	0.7294	ccc46358-1aaf-434a-a5ad-af8ee55f9259
39	0.09	0.7222	cd53c947-f81a-485e-92fa-cbc4aa123160
586	0.18	0.8005	cd74cd6e-0378-4c90-baa9-9e1091eee686
357	0.09	0.9781	ce861efd-402f-4c10-a9fb-30ad0426bd15
56	0.09	0.4706	ced03f6f-f726-4f1a-9025-0b135bcb9eac
551	0.18	0.7849	cef7d8d6-5166-4f94-b7f0-9d54c888eaab
70	0.09	0.4895	cfd3d799-f92e-4549-8fa1-6f4265a0ad78
105	0.09	0.533	cfdc8562-e40a-46a4-85ea-cdb4ab5b8541
767	0.18	0.8346	d02072fa-b7ea-4e04-bec6-d3b225a73083
80	0.09	0.6612	d087d5b8-0d37-4937-afe3-dc44692a09a6
51	0.09	0.7391	d0df5fa2-b9c0-4f98-9900-5ac4ced3eea9
318	0.09	0.9755	d0e4fd1c-171e-4e75-a539-324bfbd82ec0
189	0.09	0.9594	d0e6b375-b65e-4b31-95c9-7e8ebba462dd
50	0.18	0.431	d1a885f1-2e9d-4722-a3bf-6fafc4e7a070
720	0.18	0.8257	d1ba242f-41dd-4395-b658-7e899a795290
38	0.09	0.9048	d23e32b4-5d32-4947-b2e4-734342cb24a3
443	0.09	0.9933	d27aa0d9-dd46-4fa4-b6c8-c7283c67dd1d
460	0.09	0.9583	d3130e9c-8587-4545-baea-6e72876bb50c
347	0.18	0.6764	d369c0de-0e0d-48c0-8c96-d4374b7c6e8b
68	0.09	0.8395	d38d6841-de2a-4a16-b39e-495402d8592b
