datasetKey	publishingCountry	occCount	datasetTitle	percentNN	distanceNN	countNN	uniqueLatLon	lastUpdated	numberSampled
9343010e-8261-4bd9-9314-bf2faf34f4e7	DE	767	Global subterranean fishes	0.12111801242236	0.02	39	361	2018-09-13	1000
9346821c-3672-47d1-b3eb-ea9175fa1280	MX	634	Inventario de sanguijuelas (Annelida: Clitellata Hirudinea) de México, con énfasis en las especies del centro de México	0.0882352941176471	0.02	18	240	2018-09-13	1000
934e4fb0-db3e-408a-a841-182c43bf7fc1	DE	4135	ZFMK Homoptera collection	0.062992125984252	0.02	8	129	2018-09-13	1000
935bb261-f341-49db-9b4c-58d7fbac0386	GB	10115	Orthoptera and Allied Insects of the British Isles data from iRecord	0.154135338345865	0.02	41	629	2018-09-13	1000
935e993c-d04b-43aa-b635-d2b887287fae	GB	15555	Coccinellidae Data	0.261194029850746	0.02	35	457	2018-09-13	1000
9368f520-0e2d-11de-b8e6-b8a03c50a862	PL	59828	Polish gene bank – passport data of plants accessions which are important in human life	0.183035714285714	0.02	41	286	2018-09-13	1000
936c068c-57e4-481c-bf83-66571827c828	DE	247	VIP_data_topsoil_jointsampling_microbiolgroups_2008_Andrey_Yurkov	0.296296296296296	0.02	8	51	2018-09-13	1000
93773ae8-f7c4-44b3-8793-761bb0561050	FR	83153	Oiseaux nicheurs de France métropolitaine 2009-2012 - Nidification possible	0.344243792325056	0.09	305	886	2018-09-13	1000
9380202e-de78-488f-ada2-d0000e2e8a04	AU	56582	Birds of Rottnest Island, Western Australia, 1981 - 2007	1	0.04	1	52	2018-09-13	1000
93efdc85-10ca-448c-a3e3-01bce24479c9	AR	11868	Zoología Invertebrados - Malacología	0.192488262910798	0.02	41	240	2018-09-13	1000
93f5be1b-c517-4a76-8cbe-6e81a5dd4f85	IE	55690	The First Atlas of Wintering Birds in Britain and Ireland: 1981/82-1983/84.	0.825657894736842	0.09	502	608	2018-09-13	1000
94060ade-4c37-43f4-b44c-250508cf74e7	IE	13527	Distribution Atlas of Butterflies in Ireland 1979 (An Foras Forbartha)	0.191176470588235	0.09	52	283	2018-09-13	1000
940ae027-9d82-4a5f-ab28-bffac221f2af	MG	660	database_orthoptera	0.0961538461538462	0.19	5	52	2018-09-13	1000
9419c0b3-4c23-40de-b96d-c4e55a23975e	AU	779	CSIRO, Australian National Algae Culture Collection, Global, 1949-2008	0.0493827160493827	0.06	8	168	2018-09-13	1000
941c9436-9171-4e26-b623-74765d5e3362	NC	6279	SPC CoFish Fish Observations Palau 2007	0.75	0.02	9	68	2018-09-13	1000
94386f28-e94a-4e67-8012-b656c6007f2b	BJ	3673	Diversité des espèces invasives des zones classées et terroirs villageois du Benin (Afrique de l'Ouest).	0.739130434782609	0.02	34	490	2018-09-13	1000
9440b24c-cd99-48e1-9c1d-135a59267eb0	FR	1578995	Inventaire National du Patrimoine Naturel : Flore Franco-Belge	0.792294807370184	0.09	473	597	2018-09-13	1000
944a15ba-f762-11e1-a439-00145eb45e9a	DE	527	Benthic foraminifera in surface sediments, South Atlantic	0.0833333333333333	0.1	5	60	2018-09-13	1000
9457cf3e-f762-11e1-a439-00145eb45e9a	DE	1455	(Table 2) Distribution of benthic foraminifers in the > 125 µm fraction in surface sediments from the central Arctic Ocean	0.0566037735849057	1.04	3	53	2018-09-13	1000
94590516-f762-11e1-a439-00145eb45e9a	DE	1364	(Table 3) Distribution of benthic foraminifers in the > 63 µm fraction in surface sediments from the central Arctic Ocean	0.0566037735849057	1.04	3	53	2018-09-13	1000
945b5e0e-b0a0-4d9c-9d41-9c4e3d8f5532	AR	785	Colección de Mamíferos Marinos del Centro Nacional Patagónico	0.113475177304965	0.05	16	159	2018-09-13	1000
945b9f74-f762-11e1-a439-00145eb45e9a	DE	2084	Benthic foraminiferal assemblages (living), surface data	0.625	0.02	20	72	2018-09-13	1000
945cf194-f762-11e1-a439-00145eb45e9a	DE	1775	Benthic foraminiferal assemblages (dead), surface data	0.545454545454545	0.02	18	71	2018-09-13	1000
945f854e-f762-11e1-a439-00145eb45e9a	DE	278	Diversity of total live benthic foraminiferal assemblages in South Atlantic surface sediments	0.0833333333333333	0.1	4	48	2018-09-13	1000
94687f6b-6723-46a3-90d8-5a06b843291c	CO	22734	Colección de sonidos ambientales del Instituto Alexander von Humboldt	0.166666666666667	0.22	4	65	2018-09-13	1000
9475db2f-b714-4bb5-9797-cd6daae6d595	US	2105	USGS SESC - Big Cypress - Herpetofauna - 2002-2003	0.818181818181818	0.02	18	175	2018-09-13	1000
9480864d-911f-4d91-b62c-730dac2fa9ef	MX	6854	Catálogo sistemático de las superfamilias Mimallonoidea y Bombycoidea de México	0.0797101449275362	0.02	11	150	2018-09-13	1000
948c51dd-066e-4cdb-9554-d0ac54afb128	CO	155	Avistamientos de Biodiversidad Marina  /  Marine Biodiversity Sightings	0.2	0.04	2	153	2018-09-13	1000
949c5118-f762-11e1-a439-00145eb45e9a	DE	867	Diversity of live benthic foraminiferal assemblages in South Atlantic surface sediments	0.0833333333333333	0.1	4	48	2018-09-13	1000
949efaee-f762-11e1-a439-00145eb45e9a	DE	741	Diversity of dead benthic foraminiferal assemblages in South Atlantic surface sediments	0.0638297872340425	1.4	3	47	2018-09-13	1000
94a6bf19-40a2-4689-ab0e-53edb30b9d36	US	28711	TPWD HARC Texas Coastal Fisheries Corpus Christi Bay Bag Seine	1	0.02	6	148	2018-09-13	1000
94c46888-f762-11e1-a439-00145eb45e9a	DE	7930	Dead benthic foraminifera in South Atlantic surface sediments	0.0638297872340425	1.4	3	47	2018-09-13	1000
94c74198-9eaf-4b43-a349-0b566dcd648a	GB	14474	Invertebrate records from sites that are mainly across Scotland	0.142857142857143	0.02	4	157	2018-09-13	1000
94c821bd-28bf-4571-a97e-e696ba2f3425	IE	31468	Atlas of Mammals in Ireland 2010-2015	0.173989455184534	0.03	99	842	2018-09-13	1000
94d8f41f-7204-4a89-82ae-e337710dd543	ES	1026	EEIKO Base de datos sobre plantas invasoras	0.296774193548387	0.02	46	501	2018-09-13	1000
94dce9c1-e2f0-45cb-a77b-8e5caa871a41	CO	14640	Colección de Anfibios del Instituto Alexander von Humboldt	0.2	0.02	8	301	2018-09-13	1000
9501194c-ad89-4dd5-9cc7-04d74f9ea819	GB	4064	Native Species Surveys Across Wales (1978 to 2006)	0.265432098765432	0.02	86	518	2018-09-13	1000
9505d1b0-c7b8-11de-b279-e4d24581262a	IE	3311	Craneflies of Ireland	0.189349112426035	0.02	32	302	2018-09-13	1000
9509a894-f762-11e1-a439-00145eb45e9a	DE	306	Diversity, standing stock and distribution of living benthic foraminifera suborder groups (Table 3+5)	0.0506329113924051	0.64	4	79	2018-09-13	1000
950afc4e-f762-11e1-a439-00145eb45e9a	DE	250	Diversity, standing stock and distribution of dead benthic foraminifera suborder groups (Table 4+6)	0.0625	0.64	4	64	2018-09-13	1000
950c52e2-f762-11e1-a439-00145eb45e9a	DE	2066	Relative abundance of deep-sea benthic foraminifera in surface sediments east of New Zealand	0.125	1.16	2	54	2018-09-13	1000
9511ab0c-f762-11e1-a439-00145eb45e9a	DE	2356	Distribution of living benthic foraminifera in surface sediments of the Norwegian Sea (Table 2)	0.18348623853211	0.05	20	109	2018-09-13	1000
9513015a-f762-11e1-a439-00145eb45e9a	DE	7478	Distribution of dead benthic foraminifera in surface sediments of the Norwegian Sea (Table 3)	0.16260162601626	0.05	20	123	2018-09-13	1000
95256278-f762-11e1-a439-00145eb45e9a	DE	4002	Live (Rose Bengal stained) benthic foraminifera of surface sediments of the Persian Gulf (Table 1)	0.112068965517241	0.03	13	123	2018-09-13	1000
9526aa02-f762-11e1-a439-00145eb45e9a	DE	4332	Dead benthic foraminifera of surface sediment of the Persian Gulf (Table 2)	0.110169491525424	0.03	13	125	2018-09-13	1000
952d4ae2-f762-11e1-a439-00145eb45e9a	DE	966	Live benthic foraminifera of surface sediments from the East Atlantic continental margin off Portugal (Table Tab. 4, 6)	0.166666666666667	0.03	4	26	2018-09-13	1000
952eaec8-f762-11e1-a439-00145eb45e9a	DE	1004	Dead benthic foraminifera of surface sediments from the East Atlantic continental margin off Portugal (Table 5 & 7)	0.166666666666667	0.03	4	26	2018-09-13	1000
9536ac18-f762-11e1-a439-00145eb45e9a	DE	480	Relative abundance of live (Rose Bengal stained) benthic foraminifera in East Atlantic surface sediments off Senegal and Gambia (Table 1)	0.214285714285714	0.06	3	22	2018-09-13	1000
9537e6b4-f762-11e1-a439-00145eb45e9a	DE	353	Relative abundance of dead benthic foraminifera in East Atlantic surface sediments off Senegal and Gambia (Table 2)	0.214285714285714	0.06	3	22	2018-09-13	1000
953bfab0-f762-11e1-a439-00145eb45e9a	DE	674	Relative abundance of dead benthic foraminifera in the small size fraction of surface sediment off NW Africa (Table 2)	0.159090909090909	0.04	7	46	2018-09-13	1000
953d5932-f762-11e1-a439-00145eb45e9a	DE	580	Relative abundance of live (Rose Bengal stained) benthic foraminifera in the small size fraction of surface sediment off NW Africa (Table 3)	0.162790697674419	0.04	7	45	2018-09-13	1000
953eac60-f762-11e1-a439-00145eb45e9a	DE	475	Relative abundance of dead benthic foraminifera in the large size fraction of surface sediment off NW Africa (Table 4)	0.166666666666667	0.04	7	42	2018-09-13	1000
953fffca-f762-11e1-a439-00145eb45e9a	DE	287	Relative abundance of live (Rose Bengal stained) benthic foraminifera in the large size fraction of surface sediment off NW Africa (Table 5)	0.170731707317073	0.04	7	41	2018-09-13	1000
9566b8fc-3f1d-472b-b037-7ceb5e4e94f9	GB	200	HeathNet data	0.25	0.57	1	50	2018-09-13	1000
956799d6-f762-11e1-a439-00145eb45e9a	DE	3210	Ice and animal observations during POLARSTERN cruise ANT-X/6	0.28110599078341	0.02	122	578	2018-09-13	1000
958b1d2f-2d11-4e94-a828-c8e2d2c013ca	BE	90476	Waarnemingen.be - Orthoptera occurrences in Flanders and the Brussels Capital Region, Belgium	0.712062256809339	0.04	183	257	2018-09-13	1000
95aef98e-f762-11e1-a439-00145eb45e9a	US	57350	Colorado State University Herbarium	0.151898734177215	0.02	84	722	2018-09-13	1000
95b694cd-e9db-4831-b6a9-0a6d433d92c1	US	35979	TPWD HARC Texas Coastal Fisheries San Antonio Bay Bag Seine	1	0.02	15	162	2018-09-13	1000
95c6d414-f762-11e1-a439-00145eb45e9a	US	1574	KUBI Invertebrate Zoology Collection	0.220338983050847	0.02	39	222	2018-09-13	1000
95c79da4-a323-474d-92ae-6c252701db1e	GB	5991	SNH Bat Casework records 1970-2007	0.30241935483871	0.02	150	786	2018-09-13	1000
95c80a78-f762-11e1-a439-00145eb45e9a	US	28324	R. L. McGregor Herbarium Lichen Collection	0.0930232558139535	0.04	8	106	2018-09-13	1000
95c938a8-f762-11e1-a439-00145eb45e9a	US	266312	R. L. McGregor Herbarium Vascular Plants Collection	0.0925925925925926	0.03	15	223	2018-09-13	1000
95ca5a80-f762-11e1-a439-00145eb45e9a	ES	2866	Departamento de Investigación y Experiencias Forestales de Valonsadero de la Junta de Castilla y León: JCYL-Fungi	0.297872340425532	0.02	14	80	2018-09-13	1000
95d060a6-f762-11e1-a439-00145eb45e9a	NA	293	EPOS3: SeaStars (Echinodermata, Asteroidea)	0.130434782608696	0.07	6	56	2018-09-13	1000
95d1abe6-f762-11e1-a439-00145eb45e9a	NA	794	Walter Herwig 1978 (FFS): SeaStars (Echinodermata, Asteroidea)	0.0610687022900763	0.36	8	131	2018-09-13	1000
95d672e8-f762-11e1-a439-00145eb45e9a	DE	41800	EDIT - ATBI in Mercantour/Alpi Marittime (France/Italy)	0.379310344827586	0.02	11	103	2018-09-13	1000
95d7ab9a-f762-11e1-a439-00145eb45e9a	DE	9140	EDIT - ATBI in Gemer area (Slovakia)	0.357142857142857	0.02	5	98	2018-09-13	1000
95d8d7c2-f762-11e1-a439-00145eb45e9a	DE	561	EDIT - ATBI in Borjomi/Kharagauli (Georgia)	0.375	0.02	3	28	2018-09-13	1000
95db4db8-f762-11e1-a439-00145eb45e9a	DK	19287097	DOF	0.206627680311891	0.02	106	729	2018-09-13	1000
95dc889a-f762-11e1-a439-00145eb45e9a	AT	16469	Arbeitsgemeinschaft Heuschrecken Österreichs	0.892857142857143	0.02	175	196	2018-09-13	1000
95dca5f9-1195-4ba0-ac59-913793489c5b	FR	87	Données 2015 de l'Observatoire de la Biodiversité des Forêts	0.173076923076923	0.09	9	52	2018-09-13	1000
95dca5f9-1195-4ba0-ac59-913793489c5b	FR	87	Données 2015 de l'Observatoire de la Biodiversité des Forêts	0.173076923076923	0.09	9	52	2018-09-13	1000
95ddbdfa-f762-11e1-a439-00145eb45e9a	AU	12670	ABBBS Bird Banding records from the Australian Antarctic Territory and Heard Island.	0.058252427184466	0.02	6	103	2018-09-13	1000
95e29b40-f762-11e1-a439-00145eb45e9a	AU	70	Exotic terrestrial flatworms, Macquarie Island	1	0.02	1	70	2018-09-13	1000
95e3d104-f762-11e1-a439-00145eb45e9a	AU	129	Squid specimens from the 1991/92 V6 AAMBER2 voyage	0.0833333333333333	0.38	4	53	2018-09-13	1000
95e5bfce-0e65-4f60-aecf-e78b9a830449	AU	7089	School and gummy shark tagging by CSIRO in southern Australia: 1947-1956	0.30188679245283	0.1	16	53	2018-09-13	1000
95e635d4-f762-11e1-a439-00145eb45e9a	ES	1954698	Banco de Datos de la Biodiversidad de la Comunitat Valenciana	0.266666666666667	0.02	28	248	2018-09-13	1000
95e8b28c-f762-11e1-a439-00145eb45e9a	ES	156	Colecciones Zoológicas de la Universidad de León, Colección de Malacostráceos	1	0.02	1	68	2018-09-13	1000
95e9f2dc-f762-11e1-a439-00145eb45e9a	ES	11732	Herbario de la Universidad Pública de Navarra, Pamplona: UPNA-H	0.136546184738956	0.02	34	350	2018-09-13	1000
95eb1ffe-f762-11e1-a439-00145eb45e9a	ES	7155	Colección de plantas vasculares de Brasil del Herbario "Jaime Andrés Rodríguez". LEB-Brasil	0.134831460674157	0.02	12	141	2018-09-13	1000
95ed873a-f762-11e1-a439-00145eb45e9a	FI	42428	Invertebrate collection of Jyväskylä University Museum	0.108108108108108	0.03	8	210	2018-09-13	1000
95eebc5e-f762-11e1-a439-00145eb45e9a	JP	259458	Vascular Plant Specimen database of Kanagawa Prefectural Museum of Natural History	0.657894736842105	0.02	25	259	2018-09-13	1000
95f27218-f762-11e1-a439-00145eb45e9a	JP	12558	Orthoptera collection of Hiratsuka City Museum	0.460674157303371	0.02	41	185	2018-09-13	1000
95f4f542-f762-11e1-a439-00145eb45e9a	JP	54178	Gunma Museum of Natural History, Vascular Plant Specimen	0.272727272727273	0.02	9	473	2018-09-13	1000
95f5b4eb-e696-48a9-8f00-7d1b0b4ed516	GB	335	National Water Vole Monitoring Programme (NWVMP)	0.228395061728395	0.02	37	207	2018-09-13	1000
95f62232-f762-11e1-a439-00145eb45e9a	JP	4051	Gunma Museum of Natural History, Fungi Specimen	0.127659574468085	0.03	6	228	2018-09-13	1000
95f74c02-f762-11e1-a439-00145eb45e9a	JP	15752	Gunma Museum of Natural History, Insect Specimen	0.219512195121951	0.02	9	106	2018-09-13	1000
95f883c4-f762-11e1-a439-00145eb45e9a	JP	3474	Gunma Museum of Natural History, Molluscan Specimen	0.222222222222222	0.02	70	573	2018-09-13	1000
95f9b1b8-f762-11e1-a439-00145eb45e9a	JP	300	Gunma Museum of Natural History, Fish Specimen	0.16	0.02	4	46	2018-09-13	1000
95faf636-f762-11e1-a439-00145eb45e9a	JP	318	Gunma Museum of Natural History, Amphibia and Reptile Specimen	0.214285714285714	0.03	12	92	2018-09-13	1000
95fc4e8c-f762-11e1-a439-00145eb45e9a	JP	1186	Gunma Museum of Natural History, Mammal Specimen	0.508771929824561	0.02	58	605	2018-09-13	1000
95fd949a-f762-11e1-a439-00145eb45e9a	JP	45384	Insect Collection of Natural History Museum and Institute, Chiba	0.41304347826087	0.02	19	118	2018-09-13	1000
96001198-f762-11e1-a439-00145eb45e9a	JP	16289	Fungi specimen database of Kanagawa Prefectural Museum of Natural History	0.25	0.02	12	73	2018-09-13	1000
96029706-f762-11e1-a439-00145eb45e9a	JP	53445	Fungal Specimens of National Museum of Nature and Science (TNS)	0.345454545454545	0.1	19	55	2018-09-13	1000
9603ec46-f762-11e1-a439-00145eb45e9a	JP	38004	Vascular plants collection of Hiratsuka City Museum	0.848484848484849	0.02	28	149	2018-09-13	1000
9606752e-f762-11e1-a439-00145eb45e9a	MX	35489	MEXU/Colección de Plantas Acuáticas	0.19620253164557	0.02	31	229	2018-09-13	1000
96180cd0-f762-11e1-a439-00145eb45e9a	NA	13646	Senckenberg - CeDAMar Resource	0.0789473684210526	0.02	54	803	2018-09-13	1000
96193ea2-f762-11e1-a439-00145eb45e9a	US	404842	Texas A&M University Insect Collection	0.0608365019011407	0.12	16	273	2018-09-13	1000
96209bd4-f762-11e1-a439-00145eb45e9a	ES	19610	Colección del Departamento de Biología Animal (Zoología) de la Universidad de La Laguna	0.181818181818182	0.06	6	45	2018-09-13	1000
9621f47a-f762-11e1-a439-00145eb45e9a	ES	14411	Jardín Botánico Atlántico, Gijón: JBAG-Laínz	0.0880829015544041	0.09	17	204	2018-09-13	1000
96232278-f762-11e1-a439-00145eb45e9a	ES	2326	Jardín Botánico Atlántico, Gijón: JBAG	0.204819277108434	0.02	34	356	2018-09-13	1000
96275bf2-8999-4869-95d5-4903a84391b0	US	28187	UAZ Mammals	0.15028901734104	0.03	26	235	2018-09-13	1000
962cceea-f762-11e1-a439-00145eb45e9a	ES	78930	MGC Herbarium of University of Malaga (Spain): MGC-Cormof dataset	0.405405405405405	0.02	15	170	2018-09-13	1000
962e2f2e-f762-11e1-a439-00145eb45e9a	ES	5316	MGC Herbarium of University of Malaga (Spain): MGC-Algae dataset	0.185840707964602	0.02	21	180	2018-09-13	1000
962f59bc-f762-11e1-a439-00145eb45e9a	LU	1828218	Collections and observation data National Museum of Natural History Luxembourg	0.536231884057971	0.02	37	134	2018-09-13	1000
96309e26-f762-11e1-a439-00145eb45e9a	FR	59928	Ifremer BIOCEAN database (Deep Sea Benthic Fauna)	0.25	0.15	1	177	2018-09-13	1000
96313a17-ea7a-471b-978b-a86d15bd4d6f	FI	3324	Crustacea collection of the Finnish Museum of Natural History	0.235294117647059	0.02	12	60	2018-09-13	1000
9631e56a-f762-11e1-a439-00145eb45e9a	FR	6232	COMARGIS: Information System on Continental Margin Ecosystems	0.179487179487179	0.02	7	74	2018-09-13	1000
96385e98-93b5-4e4a-8081-6e30b738816a	NZ	37059	Biological observations from the Discovery Investigations 1925-1952	0.0178571428571429	0.63	6	336	2018-09-13	1000
963e4eb1-9ee4-47cb-bf1f-c6092ca5e985	CO	148	Flora de los ecosistemas de la zona alta del río Coello (Tolima, Colombia)	1	0.03	2	22	2018-09-13	1000
963f12d0-f762-11e1-a439-00145eb45e9a	US	151080	Botany Division, Yale Peabody Museum	0.215384615384615	0.02	14	121	2018-09-13	1000
96404cc2-f762-11e1-a439-00145eb45e9a	US	309142	Entomology Division, Yale Peabody Museum	0.137254901960784	0.25	7	57	2018-09-13	1000
96419bea-f762-11e1-a439-00145eb45e9a	US	32309	Vertebrate Zoology Division - Ichthyology, Yale Peabody Museum	0.130434782608696	0.02	18	170	2018-09-13	1000
9642d0e6-f762-11e1-a439-00145eb45e9a	US	92680	Paleobotany Division, Yale Peabody Museum	0.0869565217391304	2.26	2	31	2018-09-13	1000
9648a106-f762-11e1-a439-00145eb45e9a	DK	3974	DBL_Life	0.0659630606860158	0.03	25	389	2018-09-13	1000
964cb534-f762-11e1-a439-00145eb45e9a	AU	140	Bunger Hills, 1999/2000 survey - nest sites of snow petrels Pagodroma nivea	0.875	0.02	21	140	2018-09-13	1000
964dd900-f762-11e1-a439-00145eb45e9a	AU	144	Whale Observations from the British, Australian and New Zealand Antarctic Research Expedition (BANZARE) voyages 1929-30 and 1930-31	0.0603448275862069	0.05	7	124	2018-09-13	1000
965046a4-f762-11e1-a439-00145eb45e9a	AU	169	Whale log - observations from ANARE voyages	0.062015503875969	0.17	8	131	2018-09-13	1000
965169e4-f762-11e1-a439-00145eb45e9a	GB	32561	BIOLOGICAL SCIENCES DATA	0.171428571428571	0.18	6	37	2018-09-13	1000
9654e4d4-f762-11e1-a439-00145eb45e9a	US	336806	KU Museum of Invertebrate Paleontology	0.103448275862069	0.03	3	33	2018-09-13	1000
9656fd77-7981-4cc4-916e-0e8bf5a63088	CO	4544	Herbario Universidad del Quindío	0.265822784810127	0.02	42	316	2018-09-13	1000
96570b1a-f762-11e1-a439-00145eb45e9a	DK	480819	KTP Ring Data	0.158730158730159	0.02	10	83	2018-09-13	1000
96582dc4-f762-11e1-a439-00145eb45e9a	DE	28155	Collection Pisces SMF	0.116279069767442	0.02	20	259	2018-09-13	1000
96596036-f762-11e1-a439-00145eb45e9a	DE	74001	Collection Arachnology SMF	0.0766423357664234	0.03	21	389	2018-09-13	1000
965a9618-f762-11e1-a439-00145eb45e9a	DE	4683	Collection Porifera SMF	0.162361623616236	0.02	44	376	2018-09-13	1000
965b5ae5-7b2d-4155-a7ff-e9e496d70f90	BR	7105	HUTO - Herbário da Universidade de Tocantins	0.12751677852349	0.02	19	400	2018-09-13	1000
965bbbd8-f762-11e1-a439-00145eb45e9a	DE	52200	Collection Mollusca SMF	0.0648648648648649	0.02	12	230	2018-09-13	1000
965dc6eb-5ce6-4b8f-9bb8-29dcdc768198	MX	157	Indice de integridad biótica para comunidades de peces de la región alta del Río Pánuco	0.161290322580645	0.15	5	35	2018-09-13	1000
965e401a-f762-11e1-a439-00145eb45e9a	DE	18043	Collection Polychaeta SMF	0.154185022026432	0.02	35	501	2018-09-13	1000
965f73a4-f762-11e1-a439-00145eb45e9a	DE	4033	Collection Aves (spirit preserved) SMF	0.0655737704918033	0.02	8	122	2018-09-13	1000
966092f2-f762-11e1-a439-00145eb45e9a	DE	10697	Collection Cnidaria SMF	0.202020202020202	0.02	20	317	2018-09-13	1000
9661bc40-f762-11e1-a439-00145eb45e9a	DE	43284	Collection Herpetology SMF	0.167664670658683	0.02	28	370	2018-09-13	1000
966426ce-f762-11e1-a439-00145eb45e9a	DE	108397	Herbarium Senckenbergianum (FR)	0.148936170212766	0.02	14	572	2018-09-13	1000
96650f03-b67c-47e7-a4dd-186ba073e6dc	GB	121	Dorset Argiope - NBN South West Pilot Project Case Studies	0.638297872340426	0.02	30	119	2018-09-13	1000
96653d3e-f762-11e1-a439-00145eb45e9a	DE	19748	Collection Aves (bird skeletons) SMF	0.064327485380117	0.13	11	176	2018-09-13	1000
96678e90-f762-11e1-a439-00145eb45e9a	DE	77718	Collection Aves (bird skins) SMF	0.0603448275862069	0.02	14	257	2018-09-13	1000
9668b676-f762-11e1-a439-00145eb45e9a	DE	41765	Collection Crustacea SMF	0.189873417721519	0.02	30	280	2018-09-13	1000
9669ebc2-f762-11e1-a439-00145eb45e9a	DE	14591	Collection Coleoptera SMF	0.121212121212121	0.86	4	35	2018-09-13	1000
966c9070-f762-11e1-a439-00145eb45e9a	DE	32483	Collection Bryozoa SMF	0.1	0.02	7	83	2018-09-13	1000
966dbf18-f762-11e1-a439-00145eb45e9a	DE	3132	Collection Cnidaria fossil SMF	0.258064516129032	0.02	8	47	2018-09-13	1000
9671cd3e-9b07-4fb7-a811-918dd02a7b2b	GB	2571	Black grouse annual lek surveys in Dumfries and Galloway, 1980-2011	0.849056603773585	0.09	45	53	2018-09-13	1000
9674e612-f762-11e1-a439-00145eb45e9a	DE	964	Collection Tunicata SMF	0.075	0.04	3	201	2018-09-13	1000
9676072c-f762-11e1-a439-00145eb45e9a	DE	3524	Collection Foraminifera SMF	0.333333333333333	0.02	5	32	2018-09-13	1000
9678447e-f762-11e1-a439-00145eb45e9a	DE	51	Collection Tardigrada SMF	0.25	0.17	2	23	2018-09-13	1000
967aaef8-f762-11e1-a439-00145eb45e9a	DE	5635	Collection Echinodermata SMF	0.157142857142857	0.02	11	508	2018-09-13	1000
9680c748-f762-11e1-a439-00145eb45e9a	DE	354	Collection Tentakulita fossil SMF	0.111111111111111	0.17	4	52	2018-09-13	1000
96830f08-f762-11e1-a439-00145eb45e9a	DE	1006	Collection Graptolithina fossil SMF	0.0769230769230769	0.07	3	56	2018-09-13	1000
96867b98-f762-11e1-a439-00145eb45e9a	NA	270806	SINGER Coordinator	0.118987341772152	1	94	794	2018-09-13	1000
96879172-f762-11e1-a439-00145eb45e9a	TZ	3538	NHT_flora	0.222772277227723	0.02	135	726	2018-09-13	1000
969d55f6-ed52-4be9-a6dd-7afeccdfde76	US	1015	FSUCML Zoological Collections	0.102272727272727	0.03	9	201	2018-09-13	1000
96a14e46-f762-11e1-a439-00145eb45e9a	AU	312	Type Localities for organisms and fossils first described from Antarctica	0.0677966101694915	0.02	8	122	2018-09-13	1000
96aa3736-f762-11e1-a439-00145eb45e9a	AU	897	Diatom and foraminiferal samples from surficial sediments of Prydz Bay, Antarctica	0.0792079207920792	0.1	8	109	2018-09-13	1000
96ab697f-6031-4e22-bb7a-964ac91914ff	MX	213	The genetic and morphological diversity of Nance (Byrsonima crassifolia) en Yucatán, Mexico	0.483870967741935	0.02	15	213	2018-09-13	1000
96ab6f98-f762-11e1-a439-00145eb45e9a	MX	13292	CNIN/Thysanoptera	0.08	0.02	6	77	2018-09-13	1000
96acabd8-f762-11e1-a439-00145eb45e9a	MX	11961	MEXU/Leguminosae	0.148241206030151	0.02	59	768	2018-09-13	1000
96ae4c36-73e0-42cb-bc9e-0441fbd0044b	AR	754	Colección Herpetológica del IADIZA-CCT CONICET Mendoza: IADIZA-CHI	0.0869565217391304	1.09	2	34	2018-09-13	1000
96af2dd6-f762-11e1-a439-00145eb45e9a	MX	3439	MEXU/Flora de Oaxaca	0.346749226006192	0.02	112	713	2018-09-13	1000
96b064a8-f762-11e1-a439-00145eb45e9a	MX	989	MEXU/Pinaceae	0.147540983606557	0.02	18	147	2018-09-13	1000
96b1aa66-f762-11e1-a439-00145eb45e9a	MX	23643	CNIN/Abejas de México/Apoidea	0.181818181818182	0.07	8	47	2018-09-13	1000
96b2e606-f762-11e1-a439-00145eb45e9a	MX	440	CNMA/Colección de Mamíferos de la Estación de Biología Los Tuxtlas	0.294117647058824	0.02	5	25	2018-09-13	1000
96b54e8c-f762-11e1-a439-00145eb45e9a	US	69846	Ohio State Acarology Laboratory (OSAL), Ohio State University	0.114754098360656	0.11	7	85	2018-09-13	1000
96b66524-f762-11e1-a439-00145eb45e9a	ES	1236	Universidad de Oviedo. Departamento de Biología de Organismos y Sistemas: FCO-Algae	0.163265306122449	0.06	8	61	2018-09-13	1000
96b7961a-f762-11e1-a439-00145eb45e9a	ES	34958	Universidad de Oviedo. Departamento de Biología de Organismos y Sistemas: FCO-Briof	0.125827814569536	0.02	19	208	2018-09-13	1000
96b7961a-f762-11e1-a439-00145eb45e9a	ES	34958	Universidad de Oviedo. Departamento de Biología de Organismos y Sistemas: FCO-Briof	0.125827814569536	0.02	19	208	2018-09-13	1000
96b9eec4-f762-11e1-a439-00145eb45e9a	ES	11098	Herbario de Universidad de Murcia: MUB	0.163934426229508	0.02	10	117	2018-09-13	1000
96bb21c2-f762-11e1-a439-00145eb45e9a	ES	1924	Herbario de Hongos de la Universidad de Salamanca: SALA-Fungi	0.5	0.02	7	41	2018-09-13	1000
96bfeedc-f762-11e1-a439-00145eb45e9a	ES	1261	MGC Herbarium of University of Malaga (Spain): MGC-Briof dataset	0.166666666666667	0.02	35	243	2018-09-13	1000
96c10340-e43d-4542-8d34-7dd0c4b3b010	CO	1198	Fauna y flora del municipio de Paipa, Boyacá	0.4	0.03	2	176	2018-09-13	1000
96c25708-f762-11e1-a439-00145eb45e9a	US	57145	UAZ Herpetology Collection	0.171830985915493	0.02	61	807	2018-09-13	1000
